ASIN,CommentsTitle,CommentsStars,CommentsAuthor,CommentsDate,CommentsContent,PurchasemModel_Size,PurchasemModel_Color,页面网址
,"







  
  
    Heats and cools well
  
",5.0 ,Michael Peterson,"Reviewed in the United States March 24, 2023","







  
  
    Heat and cool:Both work very well. Heat works best when it is warmer, but will still work when it is cold outside. The manual says that the heat does not work below 40F, but I had it it running at 20F and it worked great. Cool blows out very cold air.Noise:It can get noisy on high but on low, it is very quiet. Unit has an inverter fan and maybe compressor. Fan speed can be ajusted though the app (1%-100% and also low med hi), but on the remote and unit it is only Low Med High. Doesn't bother me too much though. It also has auto speed which I don't know which fan speed selction it uses.Remote:The remote annoys me. Not the thing itself, but how it oporates. When I cahange a setting on the remote, everything is fine. But when I change a setting on the unit, it does not change on the remote. This is very anoying because then I have to go through all the fan speeds or cylcle power on the remote ans hopefuly not short cylcle the unit. Other than that, the remote is great.Overall:Overall the unit was worth 700$. It keeps me warm and cool and has good controls. Does not make water very often, which is nice. Other than the remote, the unit is great.
  
","Color: BlackSize: 14,000 BTU with Heat","Color: BlackSize: 14,000 BTU with Heat",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=1
,"







  
  
    This company is a rip off!!!  DO NOT BUY FROM THEM!!!!!!!!! Buyer Beware...
  
",1.0 颗星，最多 5 颗星,R. Ide,2023年3月24日 在美国审核,"







  
  
    I would NEVER ever purchase a Midea product again!!!  I purchased one of their products from Walmart, paid the price for a NEW appliance...  What I received is a used product with missing parts....  Walmart was not helpful and Midea would not help me either...What a POS company....  Caveat Emptor... Latin phrase for ""Let the Buyer Beware"". Do your research and spend your hard earned money elsewhere...
  
","颜色: 黑色//白色尺寸: 12,000 BTU","颜色: 黑色//白色尺寸: 12,000 BTU",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=2
,"







  
  
    Great
  
",5.0 颗星，最多 5 颗星,Steve Hohl,2023年3月22日 在美国审核,"







  
  
    Not too loud and does exactly what it's supposed to do.
  
","颜色: 白色尺寸: 8,000 BTU","颜色: 白色尺寸: 8,000 BTU",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=2
,"







  
  
    Its cooling is good for summer use
  
",5.0 颗星，最多 5 颗星,Ahmed,2023年3月19日 在美国审核,"







  
  
    Its cooling is good for summer use
  
","颜色: 白色尺寸: 8,000 BTU","颜色: 白色尺寸: 8,000 BTU",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=2
,"







  
  
    The unit will stop operating approximately one year after working flawlessly.
  
",1.0 颗星，最多 5 颗星,Dannial Hayes,2023年3月19日 在美国审核,"







  
  
    Was able to make our money back using this heat pump. But not a whole lot.
  
","颜色: 黑色//白色尺寸: 14,000 BTU with Heat","颜色: 黑色//白色尺寸: 14,000 BTU with Heat",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=2
,"







  
  
    THIS LITTLE BUGGER DEHUMIDIFIES WONDERFULLY
  
",5.0 颗星，最多 5 颗星,SOCRATES,2023年3月19日 在美国审核,"







  
  
    This unit is compact, has wheels, a nice strong cord and plug-in, and is powerful for its size. It cools a normal-sized room quickly (with a window exhaust), and it dehumidifies a normal-sized room quickly as well. The best part is, unlike most models, this one does NOT need a window vent to dehumidify. It has a water release nozzle on the very bottom, making releasing water captured out of the air in your room very easy to empty. You do NOT have to empty the water with each used, but only after it builds up in the catch basin. Overall, this is great unit. It is heavy, so the wheels come in handy. If you have carpeting, sorry, but it will be hard to wheel around. If you have flat hard-surface floors you are in luck.
  
","颜色: 白色尺寸: 8,000 BTU","颜色: 白色尺寸: 8,000 BTU",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=2
,"







  
  
    Perfect
  
",5.0 颗星，最多 5 颗星,Amazon Customer,2023年3月17日 在美国审核,"







  
  
    Cools 500sqft apartment down and stays cool
  
","颜色: 白色尺寸: 8,000 BTU","颜色: 白色尺寸: 8,000 BTU",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=2
,"







  
  
    Doesn't last
  
",2.0 颗星，最多 5 颗星,Barbara,2023年3月11日 在美国审核,"







  
  
    Midea does not offer good support, Warranty is a joke. Unit functioned OK for a while, but even towards the end of the first season of use, performance began to drop off. Questionable build quality means broken parts are inevitable. Company refused to replace my parts that broke while under warranty. Just a warning from my experience
  
","颜色: 黑色//白色尺寸: 12,000 BTU","颜色: 黑色//白色尺寸: 12,000 BTU",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=2
,"







  
  
    It Lasted 2 days
  
",1.0 颗星，最多 5 颗星,Sloppy McFloppy,2023年3月3日 在美国审核,"







  
  
    First off the item arrived in a box beat up and old covered in dust. No bottom to the box just the styrofoam bottom and everything held together with shipping straps. Which meant when it came time to return it, I had no way to seal it. So I had to stuff everything into a wardrobe box and use a half a roll of tape because this thing is heavy.So just be aware that should you have to return this item, you better have your own box ready. Unless I just got some random piece of inventory that they did this too.The first two nights it worked very well. It cooled off our bedroom and it ran all night. The next night I woke up in the morning and it was no longer blowing air. The fan had turned off. I cycled the power and it started running again only to cut off a few hours later. The power stayed on but the fan stopped blowing air. The duration by which this thing would stay on would get smaller and smaller. To the point that by day four, it would only stay on for about 10 minutes before cycling off. It was not set to timer nor was it set to auto. It was set to high fan and cool with the timer off. I would have loved for this thing to work because it did cool off our room for the two days that it actually worked. But man what a complete pain in the butt it was to try to return this thing.
  
","颜色: 黑色//白色尺寸: 14,000 BTU with Heat","颜色: 黑色//白色尺寸: 14,000 BTU with Heat",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=2
,"







  
  
    Heater doesn't work if it's cold outside
  
",2.0 颗星，最多 5 颗星,Josh,2023年3月2日 在美国审核,"







  
  
    Haven't gotten to test the cooling function but I bought it because it's supposed to heat the room. The heat function blows semi warm air and will get a room to somewhat warm but stops functioning if it gets below 40°f which kinda defeats the purpose of buying such an expensive product. Beyond that, it's a gorgeous unit and the remote and app functionality are cool but the mounting equipment are to be desired and don't stay put very well. Ultimately I'll be returning it for a refund because not heating the room is a deal breaker
  
","颜色: 黑色//白色尺寸: 14,000 BTU with Heat","颜色: 黑色//白色尺寸: 14,000 BTU with Heat",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=2
,"







  
  
    Great product but terrible support and its assembly is not good for self repair.
  
",2.0 颗星，最多 5 颗星,Axellogic,2023年2月28日 在美国审核,"







  
  
    This machine works great, but I live in a humid environment and the water tray is very small. It builds up sludge very quickly due to this and there is no way to access the water tray to fix the issue.  If you remove the exhaust hose you can maybe drop a tablet in there if you have good aim, but its very difficult and did not resolve my issue. As such about once a month I have to go outside and backwash the drain hole with water to attempt to dislodge and break up the sludge. This is sadly only temporary and very time consuming. I attempted to contact their support but they refused to help me at all and constantly asked for irrelevant information that I still supplied until eventually ignoring my request for support stating I had no warranty.I have attempted to resolve the issue myself by disassembling the unit but even with 100% of all screws removed it is still attached in multiple ways that are not intuitive or known, the last thing I want to do is break the device.So the rating is greatly lowered due to inability to resolve this issue and complete lack of support.
  
","颜色: 黑色//白色尺寸: 12,000 BTU","颜色: 黑色//白色尺寸: 12,000 BTU",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=2
,"







  
  
    Awesome Portable AC/Heater!
  
",5.0 颗星，最多 5 颗星,js,2023年2月25日 在美国审核,"







  
  
    I bought this because I live in a rental in Texas which is a very old and poorly insulated house. We do have central air but it costs a fortune to run and struggles with the Texas heat. The Midea is for a bedroom that's only about 300 square foot, which sounds like overkill but my old 10k BTU Black and Decker had trouble cooling to 80 on our 100 degree + days. This unit should also be cheaper to run since it's much more energy efficient.I really wanted the extra BTUs for cooling more than I wanted the heater but I'm already making use of it thanks to a brief late February cold snap.  I had accidentally set it to automatic mode while setting it up and very quickly realized it had warmed my room up, now I'm really glad I got the Duo. Before when we would have big temperature swings at night I'd have to go to sleep with the AC set to 72 and a space heater set to 66, otherwise I'd either go to bed sweating or wake up freezing. Now I've got one unit that keeps my room at 72 all night despite the wild temperature swings outside.As far as noise goes The Midea has a much more powerful fan so naturally, that is louder but it's compressor is actually much quieter than the Black and Decker.. no more loud buzzing when the AC kicks on.I'll try to update this review once we start getting 100-degree weather and I see how it handles Texas summers.
  
","颜色: 黑色//白色尺寸: 14,000 BTU with Heat","颜色: 黑色//白色尺寸: 14,000 BTU with Heat",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=3
,"







  
  
    Piece of junk
  
",1.0 颗星，最多 5 颗星,jeff h,2023年2月25日 在美国审核,"







  
  
    Three days after I received it I woke up to a 67⁰ F room when it was set to 75⁰ F. Turned temperature up, it would blow Luke warm air for about 2 minutes, then blow cold air and turn off. This is total junk. And its one of the higher priced ones on Amazon.
  
","颜色: 黑色//白色尺寸: 14,000 BTU with Heat","颜色: 黑色//白色尺寸: 14,000 BTU with Heat",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=3
,"







  
  
    Window adapter broke within months, Midea customer service never responded
  
",2.0 颗星，最多 5 颗星,Tyler Shellberg,2023年2月25日 在美国审核,"







  
  
    It worked great, until one of the plastic clips holding the vertical-to-horizontal window adapter broke.I tried asking for help on their customer service over a year ago, and never got a response.I tried just finding the part # so I could buy it myself, but the manual doesn't actually say what the part numbers are for it.The website has no pictures for the vast majority (90%+) of the parts. None of the names matched what I need.I went to an authorized third party reseller of Midea parts, it took 6+ months to get here, and they ended up sending me the wrong part so I'm out $40 and my AC is still useless.
  
","颜色: 黑色//白色尺寸: 14,000 BTU","颜色: 黑色//白色尺寸: 14,000 BTU",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=3
,"







  
  
    I love mine, and it's pleasantly quiet, despite where I have it placed.
  
",5.0 颗星，最多 5 颗星,Sean Roach,2023年2月22日 在美国审核,"







  
  
    I can't speak to the power consumption, as I haven't put it on a kill-a-watt, but I love mine.Like most heat pumps, it DOES lose efficiency in cold weather, but it can turn a brisk day warm, or a hot day cool. And, yes, as far as I can tell, it IS a ""Heat Pump"", not a mere AC with integrated heater coils.The remote works great, even with the unit elevated.I have mine SITTING ON TOP OF A CLOTHES DRYER, and even sitting on what is basically a hollow steel resonance chamber, I don't get any extra vibration noise from it. (It's heavy, so I don't recommend doing this by yourself. Or doing it at all.)
  
","颜色: 黑色//白色尺寸: 14,000 BTU with Heat","颜色: 黑色//白色尺寸: 14,000 BTU with Heat",https://www.amazon.com/MAP08R1CWT-Portable-Conditioner-Dehumidifier-control/product-reviews/B087CQVC9G/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=3
